,description,category,entrepreneurs,location,website,website_length,shark1,shark2,shark3,shark4,shark5,sharks,shark_group,title,episode-season,deal,episode,askedFor,exchangeForStake,valuation,season,Multiple_Entreprenuers
283,"Bounce Boot Camp uses inflatable bounce houses as fitness equipment. NFL player Thomas Hill runs Bounce Boot Camp, bringing his athletic expertise and passion for fitness to help people get fit in an original and fun way.",Baby and Children's Entertainment,Thomas Hill, AZ,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Bounce Boot Camp,5-13,0,13,30000,20,150000,5,0
284,An online service from which you can inexpensively order prints of your photos straight from your phone.,Consumer Services,, CA,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Groovebook,5-13,1,13,150000,20,750000,5,0
285,"Wall Rx is a powerful yet simple way to repair walls. Retailing for less than $10, Wall Rx provides wall repair kits that can fix damage up to 4 inches wide. Easier than regular spackle or plaster, and certainly less expensive than hiring a professional, Wall Rx kits include everything you need to make it look like nothing happened there at all. The kits bring a clear disc, a frame with a special drywall compound, and sandpaper. You won't need to spend money on any other tools to get your wall looking like new again.",Home Improvement,, DE,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Wall Rx,5-13,1,13,150000,10,1500000,5,0
286,"Harvested from the nutrient-rich shores of the Arctic wilderness, Alaska Glacial Mud products offer moisturizing, anti-aging, and protective properties for your skin. Run by an energetic and self-reliant commercial fisherman by the name of Lauren Padawer, Alaska Glacial Mud is a premium line of all-natural personal care products enriched with organic and wild botanical extracts from the Copper River, and embodies the natural beauty and spirit of the Pacific Northwest.",Personal Care and Cosmetics,Lauren Padawer, AK,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Alaska Glacial Mud Co.,5-14,0,14,100000,20,500000,5,0
287,"invisiPlug makes powerstrips that seamlessly blend into your hardwood floors. How do they pass unnoticed when most power strips are eyesores? Simple, invisiPlug is the chameleon among power strips. They are literally made in wood-colored finishes such as Medium Cherry and Dark Oak, so they match the color and textures of your actual floor.",Home Accessories,Mike Barzman and Bryan O'Connell, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Invisiplug,5-14,1,14,125000,10,1250000,5,1
288,A company that books balloon artists to entertain children at dining establishments.,Baby and Children's Entertainment,, FL,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Balloon Distractions,5-14,0,14,250000,30,833333,5,0
289,"School lockers can be a mess, can't they? It's not anyone's fault, because it's just plain difficult to keep things orderly when there's no structure. This father-daughter team devised a solution. LockerBones are shelves for your locker. This unique shelving system has pieces that fit together like a puzzle, making it easy to assemble and resulting in sturdy shelves that keep all your school essentials in their place.",Storage and Cleaning Products,Greg Cronin and Dr. Stephen Coachys, MS,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Locker Bones,5-14,1,14,175000,10,1750000,5,1
290,Quality baby moccassins.,Baby and Children's Apparel and Accessories,Susan Petersen, UT,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Freshly Picked,5-15,1,15,150000,10,1500000,5,0
291,"FitDeck creates new workout routines on the go. Choose between a deck of cards or an iPhone app and off you go! Each time you shuffle the cards or run the app, FitDeck devises a new combination of 40 different exercises, accompanied by illustrated instructions to perform them effectively and safely. Portable and fun, FitDeck keeps your workout routine fresh and varied.",Fitness Programs,Phil Black, CA,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,FitDeck,5-15,0,15,300000,20,1500000,5,0
292,"SwimZip is sun protection that's easy to put on, and that goes a long way when you're dealing with toddlers! With its signature zipper down the front, SwimZip goes on in a zippy jiffy to provide ample sun protection for babies, toddlers, and fast-growing big kids. This sun-protective clothing is also designed to be stylish yet affordable, making it a no-brainer to stay sun-safe.",Baby and Child Care,Betsy Johnson (Wanless), KS,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,SwimZip,5-15,1,15,60000,5,1200000,5,0
293,Chewable caplets that aim to reduce appetite.,Homeopathic Remedies,, UT,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Life Caps,5-15,0,15,200000,30,666667,5,0
294,"The Cycloramic app cleverly makes use of your iPhone's vibrating motor to make 360-degree panoramic images, no need for a tripod, swivel or any other accessories required. Available on the iTunes App Store, the Cycloramic app is programmed to make the phone spin and take pictures on its own account. As a user, just stand your iPhone on a flat surface and press GO. The iPhone will take multiple pictures while rotating and later stitch them together into a striking panorama and opening the image in an immersive 3D viewer.",Mobile Apps,, GA,1,short,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Steve Tisch', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",7,Cycloramic,5-16,1,16,90000,5,1800000,5,0
295,"Single-serve milk treat for kids, flavored to taste like cereal milk.",Baby and Children's Food,, CA,1,short,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Steve Tisch', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",7,Cow Wow,5-16,0,16,250000,10,2500000,5,0
296,Gourmet cookie dough made to be eaten and enjoyed without baking.,Specialty Food,, IL,1,medium,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Steve Tisch', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",7,The Cookie Dough Cafe,5-16,1,16,50000,20,250000,5,0
297,"Diamond Dallas Page puts the DDP in DDP Yoga. This three-time World Championship Wrestling Heavyweight Champion designed DDP Yoga to aid in his recovery from a severe back injury. This program combines the best elements of traditional fitness training, sports therapy, yoga  flows, and dynamic resistance to create a workout that is highly effective while having minimal impact on joints and ligaments.",Fitness Programs,Diamond Dallas Page, GA,1,short,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,DDP Yoga,5-17,0,17,200000,5,4000000,5,0
298,"Southern Culture Foods makes flavored pancake and waffle mixes and other breakfast products. As a company, Souther Culture Foods wants to change how people think about breakfast, and stands for natural breakfast lifestyle products, including a seasoning blend for bacon called Bacon Rub.",Specialty Food,Erica Barrett, GA,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Southern Culture Artisan Foods,5-17,1,17,100000,25,400000,5,0
299,A safety and survival course developed by former CIA officer.,Professional Services,Jason Hanson, UT,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Spy Escape and Evasion,5-17,1,17,100000,15,666667,5,0
300,"Moberi isn't just a smoothie, it's a lifestyle, and it's about being healthy, having fun, and of course, making delicious drinks. Based in Portland, these food carts are bicycle-powered smoothie-making stations. Customers are encouraged to hop on the bike to power the mixer that blends their smoothies, or they can stand back and let the staff do the pedaling.",Specialty Food,, OR,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Moberi,5-17,0,17,50000,15,333333,5,0
301,"Cheeked bridges the gap between online dating and real-world romance. Members are instructed to distribute special-made cards to prospective dates they meet in ""real life"" in order to entice them to flirt online.",Consumer Services,Lori Cheek, NY,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Cheekd,5-18,0,18,100000,10,1000000,5,0
302,"Children's bedding designed to make it simple to make the bed. In one step, the bed can be zipped up to look neat and orderly again.",Baby and Children's Bedding,, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Zip It Bedding,5-18,0,18,75000,20,375000,5,0
303,"Bambooee is a strong, absorbent, and reusable alternative to paper towels. Made from bamboo, Bambooee sheets have the appearance of regular paper towels, but they're reusable and even machine-washable. Each roll of Bambooee sheets comes with 20 sheets, which replaces up to 60 paper towel rolls. These reusable cloths don't just save you money, they reduce waste. Every roll of Bambooee is made from sustainably-sourced organic bamboo.",Storage and Cleaning Products,, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Bambooee,5-18,1,18,200000,10,2000000,5,0
304,"Ever wanted to put a bell your baby so you can hear where they're getting into at all times? Squeeky Knees has made something even better: stylish baby clothes with knee pads that make a fun squeaky sound as the kids crawl. The knee pads provide protection and amusing sounds that babies love, and that parents can use to help them supervise.",Baby and Children's Apparel and Accessories,, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Squeeky Knees,5-19,0,19,80000,20,400000,5,0
305,"The Buffer Bit brings the power of your drill bit to the activities of shoe shining and automotive detailing. The Buffer Bit attaches to any cordless drill to produce outstanding shine and polish to shoes, cars, motorcycles, and boats.",Automotive,, IL,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Buffer Bit,5-19,0,19,75000,25,300000,5,0
306,RevoLights provides the ultimate bicycle lighting system for safety and visibility. These programmed light rings attach to your wheels. RevoLights illuminate the path ahead for the rider and function as brake lights like no other system.,Cycling,Kent Frankovich, CA,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Revolights,5-19,1,19,150000,10,1500000,5,0
307,"U-Lace makes elastic shoelace inserts that you can customize according to different colors and patterns. U-Lace transforms any pair of sneakers into slip-on shoes, reinventing the whole look in the process.",Baby and Children's Apparel and Accessories,, NY,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,U-Lace,5-19,1,19,200000,25,800000,5,0
308,"As an 10-year-old, Henry learned about Colony Collapse Disorder from a local beekeper in Western Washington. For his 11th birthday, he asked for (and received) a beehive. The rest is history. Henry has created a line of all-natural spiced honey, harvested from his very own apiary. You can get Henry's Humdingers in any of four flavors: Grumpy Grandpa (red pepper and garlic), Naughty Nana (spicy ginger), Phoebe's Fireball (chipotle and cinnamon), and Diabolical Dad (habanero and lime). A portion of the profits goes the Foundation for the Preservation of Honey Bees. Not sure what you would even do with spicy honey? Visit Henry's website for recipes!",Specialty Food,, WA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Henry's Humdingers,5-20,1,20,150000,25,600000,5,0
309,"With the Define Bottle, you can make your own fruit-infused water to take on-the-go. The striking and eco-friendly design makes a fashion statement while allowing for any desired combination of fresh fruit, teas and herbal infusions. A great way to sidestep tempting sugary drinks like sodas, the Define Bottle is available in several sizes ranging from the ultra-portable 7-oz model to the full-sized 17 oz. bottle.",Water Bottles,Carter Kostler, VA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Define Bottle,5-20,0,20,100000,20,500000,5,0
310,"As smartphones, tablets and other devices continue to multiply through our lives, electronics are fast becoming a significant portion of our waste products, one which most consumers are still learning how to manage responsibly. iReTron was created to help reduce electroncis waste by providing a convenient avenue for reuse. This service will help consumers sell, upgrade or recycle their latest iPhone, iPad or other device in a fast and easy way.",Consumer Services,, CA,1,medium,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,iReTron,5-20,1,20,100000,20,500000,5,0
311,"A new skin protectant that paints on a bandage, available in a range of skin tones and fun colors for kids. Boo Boo Goo protects skin from irritation and is environmentally-friendly.",Baby and Child Care,, CA,1,short,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,"['Lori Greiner', 'Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Mark Cuban']",5,Boo Boo Goo,5-20,1,20,100000,18,571429,5,0
312,"Garage doors are an overlooked security vulnerability in many homes, and Elocksys has created its patented Garage Door lock to help remediate that. The Garage Door Lock is a patented deadbolt locking system that uses rolling code technology. It responds only to your Elocksys-made remotes and no other store-bought alternatives.",Home Security Solutions,, CA,1,short,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Garage Door Lock,5-21,1,21,275000,30,916667,5,0
